Age,Credit_Mix,Payment_of_Min_Amount,Payment_Behaviour,pc1_1,pc1_2,pc1_3,pc1_4,pc1_5,pc2_1,pc2_2,Credit_Score
0.07142857142857145,2,2,2,0.09537489013955447,-0.25276426969569693,0.011698530848431477,0.47312842588179777,-0.06225809024279769,-0.13435500979984893,0.044333349193993385,2
0.7857142857142858,1,1,5,-0.3661770609353851,0.3329907778734994,-0.007427813319479892,-0.18557469042038227,-0.08325995144676937,-0.09179111793864903,-0.1290512525355394,0
0.4761904761904762,2,2,1,0.055000492791021816,0.009114635298518747,-0.42834266757930756,0.17058811499721424,0.14102477625895732,-0.24389167022579136,0.06828881805446196,2
0.2619047619047619,1,1,1,-0.5459598088463842,0.07638286590870175,0.14994479943786798,-0.12586058268926326,-0.12748171529872412,0.7842379375057242,0.23193163833976202,0
0.6904761904761905,1,1,1,-0.7872510985078761,0.09476062532244006,-0.03659425861598142,-0.17585271457477486,-0.07201925125290196,-0.04585530318021236,0.06309464754087443,0
0.6428571428571428,0,0,5,0.3477940509737698,-0.07190091802435933,0.13970568559998886,-0.1534326291591972,-0.0760073890765122,-0.26715213804000215,0.042234782045882935,1
0.7380952380952381,3,2,2,1.1422496290713469,0.16644466029939475,0.05105332838330828,-0.12004354745416884,0.1261745359308113,-0.22194896367053477,0.048111589829891555,1
0.6190476190476191,2,2,5,0.24370102520705195,0.045164769437023466,0.051540691679360484,0.2363245460647485,0.12376182351217024,0.4059527491746902,-0.30740691933694975,0
0.1904761904761904,2,2,1,0.18552053978095562,0.3335529769215662,-0.2892650372892176,0.09016138685134753,-0.0017929698910993663,0.16770043988441513,0.08795787829330631,1
0.3095238095238095,3,1,3,-0.588822001618243,0.06593680852258843,-0.22495859231906945,0.06623327934936933,0.155048860444209,0.43265301784648064,0.19603835362801406,2
0.23809523809523808,1,1,5,-0.4388788337146422,0.0919861449590127,0.042863055555026564,-0.13667781499803788,0.07842674305465525,0.7438402530559807,-0.2189587015086213,0
0.3809523809523809,1,1,5,-0.2889203771875697,-0.0712332506402405,0.2420365559733192,-0.008614511262633018,0.13643622890394813,-0.10510413312769773,0.053971980650538376,0
0.35714285714285715,2,2,5,-0.3962564950949685,-0.1810763471891959,-0.1531864760390876,0.07104992391143458,-0.22224902879124633,0.06458041626629024,-0.0882106436227896,0
0.23809523809523808,2,0,5,0.4144369522219824,-0.12312170671995809,-0.19474419190440206,0.02086478163916347,0.07899907979561144,-0.20921701956307384,-0.06331654654582808,1
0.6666666666666667,2,1,1,-0.43340543650910834,-0.04654423135800689,0.38312288903490355,0.1459808902296729,-0.05574878478042625,-0.18113440548337698,0.04190448367035826,0
0.4047619047619047,3,1,6,-0.5112351596913982,0.0765069358508198,0.16965489398670475,-0.11665134189591969,-0.12444092534993086,0.12519630930777476,-0.07447739001687152,0
0.4523809523809524,2,0,5,-0.07414328569398398,-0.0412522182184355,0.08969383094815153,0.053743556329376274,0.15796543266820323,-0.27398062491906194,0.01599154274634562,2
0.42857142857142855,2,0,5,0.5079784603819781,0.11478943001107822,-0.2136211024208826,-0.4342800483139632,-0.19450352979571803,-0.23781840017414568,-0.05635031405095829,1
0.9761904761904763,2,1,4,-0.2355074945682114,-0.47695283705169916,-0.04385139456693604,0.10468463649116481,-0.08029442285725627,0.31390050680427667,-0.29744259761430236,2
0.5238095238095237,3,2,1,1.0501732875509249,0.12399069059071283,0.31463013590468913,-0.38126935806695,-0.009518476900704148,-0.14736345031958958,-0.01788809523001819,1
0.6666666666666667,3,2,1,-0.25353740014271786,-0.3007716760637292,-0.18283414176912258,0.2319278810046707,0.21022702141685434,0.22640497043610314,0.14505269935898762,2
0.8571428571428572,2,2,0,-0.40687351909395353,-0.18092855551019832,-0.1887172714721202,0.2597966505243965,0.030789067671124437,0.4043103083352661,0.2373319244890679,2
0.4761904761904762,1,1,5,-0.601078898184732,0.14331579889554452,-0.011324710770331092,-0.37121487946836035,0.08607386192971578,-0.13277013909738614,-0.15330151164928096,1
0.23809523809523808,1,0,2,-0.40134065392067847,0.08042350337081955,0.2195450721101455,-0.08965682839670047,-0.17623235823882563,-0.21159378052698516,0.0446695194212708,0
0.49999999999999994,1,1,3,-0.20687068114916662,-0.22286986922355106,0.16915841591212266,0.12140962242963729,0.08636172042018575,-0.24750603552592082,0.02179337394089126,0
0.1904761904761904,3,2,3,-0.2699025604340394,-0.21994218550799832,-0.12236513179845901,-0.05541046914345224,0.06020048829462987,-0.1641901869315496,-0.0003307566784921945,2
0.3333333333333333,2,1,1,-0.18987760368324236,-0.005247319152508423,0.22989715157809754,0.17280994009746511,0.13776727169222502,-0.08771200144886648,0.014790290256213201,2
0.7619047619047619,1,1,1,-0.057649328679790446,-0.03379027352065095,0.19239366261789115,0.12658332845582204,0.24300242239907233,-0.13824285987153503,0.053935237564966765,0
0.6666666666666667,3,1,5,-0.5363669023505577,0.40516552901658953,0.11635419184251461,-0.02298131370395176,-0.10464620192297414,0.06847043940258457,-0.30244531778752404,0
0.49999999999999994,3,0,6,-0.5364190586178115,-0.27187648521467317,-0.018339737779311027,0.035382973399557455,-0.10980444931151338,-0.11176015054815569,0.06546229768408748,2
0.2619047619047619,1,1,0,-0.634463330998824,0.08242053449109005,0.19607395380360648,-0.17632214203250673,0.14164209887771695,0.47620417859712877,0.00048730747632029503,0
0.3809523809523809,3,1,2,-0.5452670333908465,0.10414069624270306,0.14157034079199465,0.11816692162226536,0.011052689230284157,-0.10037844004806123,-0.013202495961239694,0
0.8333333333333333,2,0,1,-0.14391951168094708,-0.21869648369891265,-0.12599892689365447,0.03001302403974676,-0.160112305081971,-0.06075040575352281,0.054976581250773135,2
0.5238095238095237,3,1,0,-0.4785065948727464,-0.2345666474665879,-0.07505530044817638,-0.03749366034314611,0.03373996794813988,0.15528954984036042,0.18078422042901704,0
0.5476190476190477,2,2,4,-0.11250707475308308,-0.4407604096365942,-0.04248683027056088,0.26144230065258783,-0.10899907578660435,-0.15723393818778547,-0.03629785419772561,2
0.21428571428571425,3,1,4,-0.4795949432172657,0.1099772815520515,0.2553058179357851,-0.2254057402349427,0.17891518804308282,-0.05809735876275901,-0.008359052255458736,2
0.0,0,2,5,1.0395125552779618,0.21692759969959627,-0.4661535018484164,-0.06169324230128534,0.16114292328635904,-0.22144338363665397,-0.026995595486068516,2
0.5952380952380951,3,1,4,-0.4430412768291254,0.11125280579543606,0.003280548076041112,0.008534843809169274,-0.05242321213607137,0.1772379110888927,-0.14621168730179318,1
0.7619047619047619,1,0,1,-0.5758588973534575,-0.30312437566958167,0.059690581145079025,0.12166485083496545,-0.03859404675406142,0.833936285579215,0.40287751080506506,0
0.3333333333333333,1,1,0,-0.6647021637088572,0.25737325650437204,0.029825213555159713,-0.08951267714364003,-0.027978913860160076,0.05970073629988032,0.10967643435457425,0
0.2619047619047619,2,2,3,0.5584252718635094,-0.2349670588033041,-0.3781183553596024,-0.34383198924132935,0.11759695031051332,-0.21594720883324642,0.03577517420485013,1
0.42857142857142855,2,0,3,0.10577923671933365,0.014985920956057941,-0.12462922821161568,0.4024642379319937,-0.10710057188241076,-0.21050911184991575,-0.01527275300234944,2
0.6428571428571428,2,1,2,-0.1375623093929601,-0.10743313363414747,-0.02439308070992402,0.172094529976006,0.11348343326874183,-0.11554315500116835,0.023080336561228876,2
0.9761904761904763,2,2,5,-0.007292179577675806,-0.13776260412390834,-0.14530705239521036,-0.04062583028281749,0.05765294647078478,-0.22081810826152948,0.02893671835893162,2
0.5952380952380951,3,2,2,0.21950417901127062,0.09093356371379602,-0.08532983691471818,0.17761517503632623,-0.0069183357871849815,-0.21119300742021432,0.04451842394529627,0
0.3095238095238095,1,1,2,-0.4240781874404715,0.31840440923032753,0.08277023404647488,0.1902667430008983,0.09579984104584982,-0.13698371619690217,0.04017215091917478,0
0.6190476190476191,1,1,4,-0.6690795093045866,0.14426279490622002,-0.32677252705271387,-0.23173884839204423,0.09567914807522448,0.5200098934965749,0.07052406067904657,0
0.9761904761904763,1,1,5,-0.7214235953027575,0.08409094286953778,-0.1442472229147166,0.08682888377677499,-0.006770897021116495,-0.0777554800935309,-0.07434876176695246,0
0.7857142857142858,2,2,1,-0.1383700433014915,0.11323078223098781,-0.007578127412913471,-0.05937235617081932,-0.16192861295951078,-0.20695381948783897,0.04233910761959636,1
0.5238095238095237,1,0,3,-0.11152609441349737,0.025613759207776365,0.17682178578056695,-0.007214192970711825,0.2397650676341304,0.2646364815088497,-0.015708691631810254,0
0.4761904761904762,2,2,2,0.6269905221672831,0.07303127805780169,0.16806033106603513,-0.2791145271129852,0.12045716957165387,0.13135923760316198,-0.2502155821476021,1
0.7619047619047619,0,2,0,0.6901127117633785,-0.4468847137736544,-0.09327102766115866,-0.21553396727846819,-0.14784283334617904,-0.054075834246310794,0.04528236265252106,1
0.6190476190476191,3,2,1,-0.295822728782168,-0.27891542986159473,0.2669003582246422,0.004070661787322127,-0.13930991521790448,-0.15941061342705304,0.06462781141420254,2
0.7142857142857142,2,2,1,0.2984746401266345,0.029422610116821124,0.01206824508508697,0.23020341887839016,-0.14400528965876577,-0.2929199724555591,0.04709672781594253,2
0.23809523809523808,2,2,1,0.0054555102100914965,-0.2078942213122345,-0.3783215093360366,0.10197575705632145,-0.11853694889697763,0.2146319086935387,0.241395192125509,1
0.16666666666666669,2,1,6,0.13231950283297456,-0.20878205919227405,0.08458668073372427,0.028342916007789043,-0.293256342820183,0.07501750878520974,0.03636070465794988,1
0.4523809523809524,2,2,1,-0.07149285004129091,-0.38211660323905855,-0.009669589322787275,0.1345331955556855,-0.07748789838260714,-0.05793938077119021,0.12515968212213058,2
0.3452380952380952,2,2,5,0.34757802299181795,0.13172102899786287,-0.062047050881536,-0.2158639288793231,-0.211796723368101,-0.2504079211425019,0.027990152225175285,1
0.3333333333333333,1,1,4,-0.5049625960108283,-0.15428262176863622,0.11743422259194275,0.16449892940676786,-0.044317461513384865,0.09865103992144647,-0.11584727706185127,0
0.5476190476190477,2,2,5,0.2527057862526352,0.17726738168054956,0.0960777717276427,-0.07516647306987712,-0.03638087031189416,-0.22714856674861145,-0.00032421622633213576,2
0.6904761904761905,3,1,3,-0.32940043979555045,0.014091544289540625,-0.10422088214581965,-0.1349529758776612,-0.05655337690387183,0.5440679094866001,-0.36806941439032237,0
0.8571428571428572,3,1,5,-0.6503284998207948,0.153547607043451,-0.17923153154992713,-0.10375066239398395,0.1548755060911567,-0.21278296819894993,-0.012447228792472502,0
0.6428571428571428,3,2,5,1.138602298885246,-0.19293348820737583,-0.038919411557856554,-0.07500715127431568,0.0032630471179816156,-0.2526820449746573,0.03070007622750566,1
0.7142857142857142,0,2,5,1.02059756398613,0.023596103785890443,-0.25944702509712325,0.016540018740022838,0.2208069587629602,-0.1247153497817029,-0.24242056694603972,2
0.4047619047619047,2,2,0,0.19678962867126382,0.33447108707728956,0.133135988235692,0.23277416132758794,-0.10121657029577705,0.06332739842258339,-0.04700112065265473,0
0.16666666666666669,3,0,0,0.15248860272400977,-0.2944410996179229,-0.25689913294521677,0.17812392698710827,0.05379639029121519,0.1522842734223721,0.13394373704229054,2
0.6904761904761905,2,0,3,-0.6697619123668824,-0.09942661849895912,0.021360050297154487,-0.06272528780867434,-0.07959303288654088,-0.13765983345437874,-0.03476676780754491,2
0.9761904761904763,3,1,0,-0.37155876034504165,-0.27721214216067264,-0.09042832474405388,0.4256898438551623,0.02477910823664964,-0.12285722560130091,0.10492722278379454,0
0.9047619047619049,3,1,6,-0.6928011560423902,0.0715026805049443,0.26645037279120776,-0.10909006565224383,0.017978958718318616,0.21033793349612523,0.06343664297949517,1
0.7380952380952381,0,2,2,0.6835507848100173,0.2398388808995784,0.008103295723422332,-0.0502378910909283,0.25931647095041266,-0.2620627599952744,0.05007848531769965,0
0.8095238095238095,1,1,4,-0.5894747112629616,-0.06191621091792315,0.08868381967982358,-0.0918534362093954,0.18535531192190513,0.12022519898102163,-0.10847812684283822,0
0.4523809523809524,2,2,4,0.1880966606866421,0.03467139585818896,0.02555972406603846,0.14141241441976882,-0.10758673909223222,-0.25973706724551465,0.0374232429753686,2
0.28571428571428575,0,2,4,0.7768223923987116,0.012336718435391136,0.1468870015844959,0.01858927638480029,-0.17120224166648346,0.04249301617678014,-0.16529521503888006,1
0.23809523809523808,2,0,1,-0.09138164343496225,-0.5908262875155177,0.05105055975402073,0.11772776127201465,-0.09936938249771796,-0.10583515178003083,0.06599560513755875,2
0.7380952380952381,2,0,5,0.3511969477695671,0.08924186595281752,0.2731781848096707,-0.05328628983332573,-0.02751487447269335,-0.2232413701505631,-0.016432853256998864,2
0.4523809523809524,1,1,2,-0.5750698585303666,0.07238082132838114,-0.0887658334314847,0.06952282667922925,-0.04482265251788667,-0.07122553767341522,0.01704298074308,0
0.8571428571428572,3,1,4,-0.25304499424825677,-0.06003914861823839,0.3151567879027467,-0.021423236965923104,-0.13009102170824038,0.21357881633629255,-0.3160289469487648,2
0.9285714285714286,1,1,2,-0.4162500970568515,-0.3452525974893869,0.06178318638628255,0.21654126634907134,0.1433211927666313,0.16592711785133868,0.07449165913526512,0
0.21428571428571425,1,1,0,-0.6333483724061684,0.15285536217297696,-0.04499358002725551,-0.21055207924929187,-0.046515630288055276,0.8106002314685494,0.18443695823743425,2
0.6904761904761905,3,2,3,0.640012002760554,0.12819098650470467,-0.0753300042641506,-0.01642026830122323,-0.0774047474380436,-0.28490170577316853,0.015108394908459138,1
0.7142857142857142,2,0,5,0.5327910713695716,-0.30014786278950206,-0.3455644255930538,-0.39024372524116296,-0.17065940796835904,-0.12192363081949581,-0.1042034426200249,1
0.35714285714285715,2,1,1,-0.407737779880659,0.031044440298572007,-0.10056664956888833,0.04534966505888244,-0.22146872405381982,0.3078278947788419,0.11309787784930728,2
0.6904761904761905,2,2,5,0.08937304419141279,-0.24101244473685562,0.04167931637364569,0.08432385275824648,0.0857333347733627,0.25270623776893936,-0.05375794557983506,2
0.35714285714285715,2,2,6,0.6302274446296214,0.054687576429379214,0.18625976157022128,-0.198006436808366,0.08176371757007284,-0.2071377080842212,-0.02193729043370466,1
0.6428571428571428,1,1,4,-0.5886050809899785,-0.02526967899019672,-0.008163404784430617,-0.10536151300780372,0.11956488825312661,0.08481760697094293,0.04667746270158461,0
0.11904761904761901,1,1,1,-0.7777796331227731,-0.07964163343185976,-0.022737328777680754,-0.02733935160152348,-0.11281448059407097,-0.007750002968681613,0.14994145653267657,0
0.5714285714285714,2,2,1,-0.07818442484831256,-0.03221978148490007,-0.10708082955862305,-0.12579430714562595,0.02885820603192002,0.002871943401548671,0.10025501285988497,2
0.8571428571428572,1,1,5,-0.4563302256115706,0.15757216635872212,-0.015810374286756024,-0.1507215964892536,0.10391105747476864,-0.24696671698099623,-0.03444911408406452,1
0.23809523809523808,1,1,4,-0.4507168448249746,-0.09659990192955842,0.1390215701745347,0.00864182702345584,0.19527634417180373,-0.03631185476627791,0.061831033255648676,0
0.49999999999999994,2,1,5,-0.21490311043521915,-0.06352469749243433,0.23606868586732077,0.2579408838825085,-0.14759053664808552,-0.2506559773455249,0.03285534823409493,2
0.23809523809523808,1,1,2,-0.326623817543631,-0.0280109173269113,0.020737109419248667,-0.029087742438819647,0.045204234588851866,-0.09489535968579155,0.03725175734697729,2
0.02380952380952378,3,2,4,0.90611357017031,0.20781519311086308,0.02063115569147378,-0.004535015636663947,-0.07579818756224524,-0.24797344622846706,0.04121547652314954,1
0.3809523809523809,1,0,0,-0.41487513633590306,-0.21295032358296756,0.0955339843938166,0.06754769654099996,0.3132998489555933,0.49926940679345794,0.25607601087762666,2
0.9523809523809523,1,1,5,-0.5822274178796476,0.2851861534389489,0.021334267119880068,0.14186183370185199,-0.08929441638111488,0.1613444601271557,-0.17034482235189624,0
0.8809523809523809,2,2,5,-0.20994919442497528,-0.14137102117785932,0.2929568829922832,-0.09816537408773457,0.1420382154845135,-0.25954755679013775,0.04266383206807199,2
1.0,1,1,1,-0.5274752978113504,0.31279973793121074,0.04021239185833658,-0.1527564131966072,0.01755850313082577,0.4729068373841054,0.12974499331226189,0
0.3095238095238095,1,1,3,-0.3042848745549849,-0.42207823533728744,0.14700680885624035,0.1649724146954991,0.12810917115139886,-0.1316090888443296,0.0881790101054998,0
0.02380952380952378,0,2,2,0.6413520254122447,0.2546988750084084,0.4185915924831507,-0.04450535230391911,-0.13318486112231692,-0.286630549812364,0.006224108935870137,1
0.16666666666666669,0,2,2,0.42548300369149805,0.13625738440996515,0.09819111247682566,-0.03534972335716596,-0.2744652323576108,0.0052955709716558386,-0.17178651113740517,0
0.1904761904761904,3,1,3,-0.5161031885826884,0.043389841825903,-0.120139630769901,0.11833402252262992,-0.03883045088366105,-0.08951788096409441,-0.02876504105475651,0
0.3809523809523809,1,1,3,-0.5112000739157488,0.06239370496590335,0.16397509660401943,0.15814697556222246,-0.0016040068813439612,-0.09879712370571458,-0.01449023547056466,0
0.2619047619047619,1,1,2,-0.599426833960926,0.022373187470232314,0.22882240878929638,-0.022493193587414723,-0.08471013066073241,0.4409714220274244,-0.020268132114678795,1
0.14285714285714285,0,2,1,1.0643728032774826,-0.1074789121910727,-0.23850986465056556,-0.12750203757716583,0.3679784390464658,0.17219278038891145,-0.043201656116676784,2
0.5714285714285714,1,1,1,-0.6438187720504911,0.02973120966119358,0.22918515485068625,0.08317174268984692,0.17857756550126908,-0.19047148803870467,0.037798877105199746,0
0.7142857142857142,2,2,6,0.452006934155204,0.3672177124693468,0.01527137207591911,-0.08276795721189545,-0.22457416274267616,0.08211750854534627,-0.05084916850763581,2
0.1904761904761904,0,0,3,0.6216992318679586,-0.06639872913509876,0.24254226440448723,-0.07788922628185047,-0.14723133026660812,-0.07024414556619607,-0.13569536246108832,2
0.21428571428571425,3,0,5,0.40713000479607686,0.18827362050409258,0.5114742388221953,-0.08895119304581756,-0.16292452625645676,-0.24061528897904974,-0.08656917781726672,2
0.8095238095238095,1,1,1,-0.46875789960099334,-0.11347841465785596,-0.26626529495102497,-0.18983115433466696,0.061412291562828236,-0.11540390049692856,0.11689811114495521,0
